replicon,type,subtype,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,accession_in_sys,Superkingdom,phylum,class,order,family,genus,species,sys_id
GCF_023159095.1_NZ_CP096163,BREX,BREX_I,GCF_023159095.1_NZ_CP096163_02832,GCF_023159095.1_NZ_CP096163_02845,"GCF_023159095.1_NZ_CP096163_02832,GCF_023159095.1_NZ_CP096163_02833,GCF_023159095.1_NZ_CP096163_02834,GCF_023159095.1_NZ_CP096163_02838,GCF_023159095.1_NZ_CP096163_02841,GCF_023159095.1_NZ_CP096163_02844,GCF_023159095.1_NZ_CP096163_02845",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_248084383.1,WP_248084384.1,MZ018_RS14175,MZ018_RS14195,MZ018_RS14210,MZ018_RS14225,MZ018_RS14230",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. JNE10-2,GCF_023159095_NZ_CP096163_BREX_I_2
GCF_000014685.1_NC_008321,BREX,BREX_I,GCF_000014685.1_NC_008321_01794,GCF_000014685.1_NC_008321_01798,"GCF_000014685.1_NC_008321_01794,GCF_000014685.1_NC_008321_01795,GCF_000014685.1_NC_008321_01796,GCF_000014685.1_NC_008321_01798",4,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB","WP_011622482.1,SHEWMR4_RS09030,WP_011622484.1,SHEWMR4_RS09045",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. MR-4,GCF_000014685_NC_008321_BREX_I_2
GCF_008931305.1_NZ_CP042324,BREX,BREX_II,GCF_008931305.1_NZ_CP042324_06645,GCF_008931305.1_NZ_CP042324_06650,"GCF_008931305.1_NZ_CP042324_06645,GCF_008931305.1_NZ_CP042324_06646,GCF_008931305.1_NZ_CP042324_06649,GCF_008931305.1_NZ_CP042324_06650",4,"BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","WP_134111864.1,FQ762_RS34265,FQ762_RS34280,WP_011031066.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces coelicolor,GCF_008931305_NZ_CP042324_BREX_II_2
GCF_022870585.1_NZ_CP058353,BREX,BREX_I,GCF_022870585.1_NZ_CP058353_00489,GCF_022870585.1_NZ_CP058353_00494,"GCF_022870585.1_NZ_CP058353_00489,GCF_022870585.1_NZ_CP058353_00490,GCF_022870585.1_NZ_CP058353_00491,GCF_022870585.1_NZ_CP058353_00492,GCF_022870585.1_NZ_CP058353_00493,GCF_022870585.1_NZ_CP058353_00494",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","HW877_RS02445,HW877_RS02450,HW877_RS02455,HW877_RS02460,WP_089185251.1,WP_244757921.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,GCF_022870585_NZ_CP058353_BREX_I_2
GCF_020715485.1_NZ_CP085820,BREX,BREX_I,GCF_020715485.1_NZ_CP085820_02282,GCF_020715485.1_NZ_CP085820_02289,"GCF_020715485.1_NZ_CP085820_02282,GCF_020715485.1_NZ_CP085820_02283,GCF_020715485.1_NZ_CP085820_02287,GCF_020715485.1_NZ_CP085820_02288,GCF_020715485.1_NZ_CP085820_02289",5,"BREX__brxL,BREX__pglZA,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","LJF64_RS11425,LJF64_RS11430,LJF64_RS11450,WP_000566905.1,WP_001740084.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_020715485_NZ_CP085820_BREX_I_2
GCF_002946835.1_NZ_CP026652,BREX,BREX_II,GCF_002946835.1_NZ_CP026652_01583,GCF_002946835.1_NZ_CP026652_01588,"GCF_002946835.1_NZ_CP026652_01583,GCF_002946835.1_NZ_CP026652_01584,GCF_002946835.1_NZ_CP026652_01585,GCF_002946835.1_NZ_CP026652_01586,GCF_002946835.1_NZ_CP026652_01587,GCF_002946835.1_NZ_CP026652_01588",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","C4B68_RS07920,C4B68_RS07925,WP_099498686.1,C4B68_RS07935,C4B68_RS07940,WP_099498689.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces dengpaensis,GCF_002946835_NZ_CP026652_BREX_II_4
GCF_002946835.1_NZ_CP026652,BREX,BREX_II,GCF_002946835.1_NZ_CP026652_01897,GCF_002946835.1_NZ_CP026652_01907,"GCF_002946835.1_NZ_CP026652_01897,GCF_002946835.1_NZ_CP026652_01898,GCF_002946835.1_NZ_CP026652_01904,GCF_002946835.1_NZ_CP026652_01905,GCF_002946835.1_NZ_CP026652_01906,GCF_002946835.1_NZ_CP026652_01907",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","C4B68_RS09490,C4B68_RS09495,WP_099498944.1,C4B68_RS09530,C4B68_RS09535,WP_099498947.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces dengpaensis,GCF_002946835_NZ_CP026652_BREX_II_5
GCF_002946835.1_NZ_CP026652,BREX,BREX_II,GCF_002946835.1_NZ_CP026652_05649,GCF_002946835.1_NZ_CP026652_05654,"GCF_002946835.1_NZ_CP026652_05649,GCF_002946835.1_NZ_CP026652_05650,GCF_002946835.1_NZ_CP026652_05651,GCF_002946835.1_NZ_CP026652_05652,GCF_002946835.1_NZ_CP026652_05653,GCF_002946835.1_NZ_CP026652_05654",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","C4B68_RS28480,C4B68_RS28485,WP_099504556.1,C4B68_RS28495,C4B68_RS28500,WP_099504559.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces dengpaensis,GCF_002946835_NZ_CP026652_BREX_II_6
GCF_002082195.1_NZ_CP020569,BREX,BREX_II,GCF_002082195.1_NZ_CP020569_06062,GCF_002082195.1_NZ_CP020569_06070,"GCF_002082195.1_NZ_CP020569_06062,GCF_002082195.1_NZ_CP020569_06063,GCF_002082195.1_NZ_CP020569_06065,GCF_002082195.1_NZ_CP020569_06066,GCF_002082195.1_NZ_CP020569_06069,GCF_002082195.1_NZ_CP020569_06070",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_237289560.1,B1H19_RS30120,B1H19_RS30130,WP_107426180.1,B1H19_RS30150,B1H19_RS30155",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces gilvosporeus,GCF_002082195_NZ_CP020569_BREX_II_2
GCF_019973655.1_NZ_AP025014,BREX,BREX_I,GCF_019973655.1_NZ_AP025014_02447,GCF_019973655.1_NZ_AP025014_02451,"GCF_019973655.1_NZ_AP025014_02447,GCF_019973655.1_NZ_AP025014_02449,GCF_019973655.1_NZ_AP025014_02450,GCF_019973655.1_NZ_AP025014_02451",4,"BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","LDO18_RS12235,WP_224020605.1,LDO18_RS12250,WP_224020607.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella xiamenensis,GCF_019973655_NZ_AP025014_BREX_I_2
GCF_022343145.1_NZ_CP082314,BREX,BREX_I,GCF_022343145.1_NZ_CP082314_01224,GCF_022343145.1_NZ_CP082314_01228,"GCF_022343145.1_NZ_CP082314_01224,GCF_022343145.1_NZ_CP082314_01225,GCF_022343145.1_NZ_CP082314_01226,GCF_022343145.1_NZ_CP082314_01228",4,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB","WP_001283833.1,K6750_RS21880,WP_238967172.1,K6750_RS21895",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,GCF_022343145_NZ_CP082314_BREX_I_2
GCF_000242455.2_NC_019892,BREX,BREX_II,GCF_000242455.2_NC_019892_01865,GCF_000242455.2_NC_019892_01872,"GCF_000242455.2_NC_019892_01865,GCF_000242455.2_NC_019892_01866,GCF_000242455.2_NC_019892_01867,GCF_000242455.2_NC_019892_01868,GCF_000242455.2_NC_019892_01871,GCF_000242455.2_NC_019892_01872",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_015245479.1,SINAC_RS09560,SINAC_RS09565,WP_015245482.1,SINAC_RS09585,SINAC_RS09590",Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,GCF_000242455_NC_019892_BREX_II_2
GCF_002313005.1_NZ_CP012667,BREX,BREX_I,GCF_002313005.1_NZ_CP012667_00694,GCF_002313005.1_NZ_CP012667_00701,"GCF_002313005.1_NZ_CP012667_00694,GCF_002313005.1_NZ_CP012667_00695,GCF_002313005.1_NZ_CP012667_00696,GCF_002313005.1_NZ_CP012667_00699,GCF_002313005.1_NZ_CP012667_00700,GCF_002313005.1_NZ_CP012667_00701",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001080201.1,WP_000645939.1,AN947_RS08940,AN947_RS08955,AN947_RS08960,AN947_RS08965",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_002313005_NZ_CP012667_BREX_I_2
GCF_003177055.1_NZ_CP029451,BREX,BREX_I,GCF_003177055.1_NZ_CP029451_00671,GCF_003177055.1_NZ_CP029451_00678,"GCF_003177055.1_NZ_CP029451_00671,GCF_003177055.1_NZ_CP029451_00672,GCF_003177055.1_NZ_CP029451_00673,GCF_003177055.1_NZ_CP029451_00674,GCF_003177055.1_NZ_CP029451_00676,GCF_003177055.1_NZ_CP029451_00677,GCF_003177055.1_NZ_CP029451_00678",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_050983994.1,WP_244425599.1,AOX55_RS34485,WP_244425597.1,AOX55_RS03430,AOX55_RS03435,AOX55_RS03440",Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,GCF_003177055_NZ_CP029451_BREX_I_2
GCF_003031205.1_NZ_CP020533,BREX,BREX_I,GCF_003031205.1_NZ_CP020533_00283,GCF_003031205.1_NZ_CP020533_00287,"GCF_003031205.1_NZ_CP020533_00283,GCF_003031205.1_NZ_CP020533_00285,GCF_003031205.1_NZ_CP020533_00286,GCF_003031205.1_NZ_CP020533_00287",4,"BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","B5S57_RS01860,WP_040122841.1,B5S57_RS01875,WP_001283833.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,GCF_003031205_NZ_CP020533_BREX_I_2
GCF_000761215.1_NZ_CP009438,BREX,BREX_II,GCF_000761215.1_NZ_CP009438_02083,GCF_000761215.1_NZ_CP009438_02092,"GCF_000761215.1_NZ_CP009438_02083,GCF_000761215.1_NZ_CP009438_02087,GCF_000761215.1_NZ_CP009438_02088,GCF_000761215.1_NZ_CP009438_02089,GCF_000761215.1_NZ_CP009438_02090,GCF_000761215.1_NZ_CP009438_02091,GCF_000761215.1_NZ_CP009438_02092",7,"BREX__pglX2,BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","SGLAU_RS10260,WP_043500392.1,SGLAU_RS10285,SGLAU_RS10290,WP_043500398.1,SGLAU_RS10300,SGLAU_RS10305",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces glaucescens,GCF_000761215_NZ_CP009438_BREX_II_2
GCF_021431945.1_NZ_CP090387,BREX,BREX_I,GCF_021431945.1_NZ_CP090387_02167,GCF_021431945.1_NZ_CP090387_02173,"GCF_021431945.1_NZ_CP090387_02167,GCF_021431945.1_NZ_CP090387_02168,GCF_021431945.1_NZ_CP090387_02169,GCF_021431945.1_NZ_CP090387_02171,GCF_021431945.1_NZ_CP090387_02172,GCF_021431945.1_NZ_CP090387_02173",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","LY388_RS16320,LY388_RS16325,LY388_RS16330,LY388_RS16340,WP_000645939.1,WP_110076275.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_021431945_NZ_CP090387_BREX_I_2
GCF_000203935.1_NC_008577,BREX,BREX_I,GCF_000203935.1_NC_008577_01907,GCF_000203935.1_NC_008577_01911,"GCF_000203935.1_NC_008577_01907,GCF_000203935.1_NC_008577_01908,GCF_000203935.1_NC_008577_01909,GCF_000203935.1_NC_008577_01911",4,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB","WP_011716827.1,SHEWANA3_RS09590,WP_011716829.1,SHEWANA3_RS09605",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. ANA-3,GCF_000203935_NC_008577_BREX_I_2
GCF_019457515.1_NZ_CP080421,BREX,BREX_I,GCF_019457515.1_NZ_CP080421_03407,GCF_019457515.1_NZ_CP080421_03411,"GCF_019457515.1_NZ_CP080421_03407,GCF_019457515.1_NZ_CP080421_03409,GCF_019457515.1_NZ_CP080421_03410,GCF_019457515.1_NZ_CP080421_03411",4,"BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","K0I73_RS17040,WP_220062216.1,K0I73_RS17055,WP_220062218.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella mesophila,GCF_019457515_NZ_CP080421_BREX_I_2
GCF_900324445.1_NZ_LT992486,BREX,BREX_I,GCF_900324445.1_NZ_LT992486_02182,GCF_900324445.1_NZ_LT992486_02189,"GCF_900324445.1_NZ_LT992486_02182,GCF_900324445.1_NZ_LT992486_02183,GCF_900324445.1_NZ_LT992486_02184,GCF_900324445.1_NZ_LT992486_02187,GCF_900324445.1_NZ_LT992486_02188,GCF_900324445.1_NZ_LT992486_02189",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","DG247_RS11300,DG247_RS11305,DG247_RS11310,DG247_RS11325,WP_000645939.1,WP_001080201.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_900324445_NZ_LT992486_BREX_I_2
GCF_022494435.1_NZ_CP058790,BREX,BREX_I,GCF_022494435.1_NZ_CP058790_03985,GCF_022494435.1_NZ_CP058790_03991,"GCF_022494435.1_NZ_CP058790_03985,GCF_022494435.1_NZ_CP058790_03986,GCF_022494435.1_NZ_CP058790_03987,GCF_022494435.1_NZ_CP058790_03989,GCF_022494435.1_NZ_CP058790_03990,GCF_022494435.1_NZ_CP058790_03991",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","HZT08_RS19930,HZT08_RS19935,HZT08_RS19940,HZT08_RS19950,WP_000645939.1,WP_033931158.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,GCF_022494435_NZ_CP058790_BREX_I_2
GCF_000786425.1_NZ_LK021129,BREX,BREX_I,GCF_000786425.1_NZ_LK021129_00656,GCF_000786425.1_NZ_LK021129_00660,"GCF_000786425.1_NZ_LK021129_00656,GCF_000786425.1_NZ_LK021129_00658,GCF_000786425.1_NZ_LK021129_00659,GCF_000786425.1_NZ_LK021129_00660",4,"BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","VANGNB10_RS03535,WP_040122841.1,VANGNB10_RS03550,WP_001283833.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,GCF_000786425_NZ_LK021129_BREX_I_2
GCF_003967075.1_NZ_AP018664,BREX,BREX_I,GCF_003967075.1_NZ_AP018664_03536,GCF_003967075.1_NZ_AP018664_03541,"GCF_003967075.1_NZ_AP018664_03536,GCF_003967075.1_NZ_AP018664_03537,GCF_003967075.1_NZ_AP018664_03538,GCF_003967075.1_NZ_AP018664_03539,GCF_003967075.1_NZ_AP018664_03540,GCF_003967075.1_NZ_AP018664_03541",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_066700611.1,WP_066700610.1,SAMIE_RS17570,SAMIE_RS17575,SAMIE_RS17580,SAMIE_RS17585",Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium amiense,GCF_003967075_NZ_AP018664_BREX_I_2
GCF_901846895.1_NZ_LR594689,BREX,BREX_I,GCF_901846895.1_NZ_LR594689_01162,GCF_901846895.1_NZ_LR594689_01169,"GCF_901846895.1_NZ_LR594689_01162,GCF_901846895.1_NZ_LR594689_01163,GCF_901846895.1_NZ_LR594689_01165,GCF_901846895.1_NZ_LR594689_01166,GCF_901846895.1_NZ_LR594689_01167,GCF_901846895.1_NZ_LR594689_01168,GCF_901846895.1_NZ_LR594689_01169",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","E5P1_RS05800,WP_068673032.1,WP_068673036.1,WP_068673037.1,E5P1_RS05825,WP_068673040.1,WP_102905342.1",Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. WDL1,GCF_901846895_NZ_LR594689_BREX_I_2
GCF_023159135.1_NZ_CP096166,BREX,BREX_I,GCF_023159135.1_NZ_CP096166_01820,GCF_023159135.1_NZ_CP096166_01833,"GCF_023159135.1_NZ_CP096166_01820,GCF_023159135.1_NZ_CP096166_01821,GCF_023159135.1_NZ_CP096166_01822,GCF_023159135.1_NZ_CP096166_01826,GCF_023159135.1_NZ_CP096166_01829,GCF_023159135.1_NZ_CP096166_01832,GCF_023159135.1_NZ_CP096166_01833",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_248084383.1,WP_248084384.1,MZ097_RS09115,MZ097_RS09135,MZ097_RS09150,MZ097_RS09165,MZ097_RS09170",Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. JNE7,GCF_023159135_NZ_CP096166_BREX_I_2
GCF_009763665.1_NZ_CP046839,BREX,BREX_I,GCF_009763665.1_NZ_CP046839_02029,GCF_009763665.1_NZ_CP046839_02035,"GCF_009763665.1_NZ_CP046839_02029,GCF_009763665.1_NZ_CP046839_02030,GCF_009763665.1_NZ_CP046839_02031,GCF_009763665.1_NZ_CP046839_02033,GCF_009763665.1_NZ_CP046839_02034,GCF_009763665.1_NZ_CP046839_02035",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_096087096.1,WP_000645939.1,GPY01_RS14950,GPY01_RS14960,GPY01_RS14965,GPY01_RS14970",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_009763665_NZ_CP046839_BREX_I_2
GCF_002212025.1_NZ_CP022103,BREX,BREX_I,GCF_002212025.1_NZ_CP022103_00008,GCF_002212025.1_NZ_CP022103_00014,"GCF_002212025.1_NZ_CP022103_00008,GCF_002212025.1_NZ_CP022103_00009,GCF_002212025.1_NZ_CP022103_00010,GCF_002212025.1_NZ_CP022103_00012,GCF_002212025.1_NZ_CP022103_00013,GCF_002212025.1_NZ_CP022103_00014",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","CEQ50_RS00040,CEQ50_RS00045,CEQ50_RS00050,CEQ50_RS00060,WP_085609364.1,WP_085609363.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,GCF_002212025_NZ_CP022103_BREX_I_2
GCF_003719755.1_NZ_CP033515,BREX,BREX_I,GCF_003719755.1_NZ_CP033515_02215,GCF_003719755.1_NZ_CP033515_02220,"GCF_003719755.1_NZ_CP033515_02215,GCF_003719755.1_NZ_CP033515_02216,GCF_003719755.1_NZ_CP033515_02217,GCF_003719755.1_NZ_CP033515_02218,GCF_003719755.1_NZ_CP033515_02220",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","EEL44_RS17890,WP_000567536.1,EEL44_RS17900,EEL44_RS17905,WP_000653856.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_003719755_NZ_CP033515_BREX_I_2
GCF_002953335.1_NZ_CP014094,BREX,BREX_I,GCF_002953335.1_NZ_CP014094_02977,GCF_002953335.1_NZ_CP014094_02984,"GCF_002953335.1_NZ_CP014094_02977,GCF_002953335.1_NZ_CP014094_02978,GCF_002953335.1_NZ_CP014094_02979,GCF_002953335.1_NZ_CP014094_02982,GCF_002953335.1_NZ_CP014094_02983,GCF_002953335.1_NZ_CP014094_02984",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_033931158.1,WP_032475623.1,AL552_RS16285,AL552_RS16300,AL552_RS16305,AL552_RS16310",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus,GCF_002953335_NZ_CP014094_BREX_I_2
GCF_000319575.2_NC_021291,BREX,BREX_I,GCF_000319575.2_NC_021291_00982,GCF_000319575.2_NC_021291_00986,"GCF_000319575.2_NC_021291_00982,GCF_000319575.2_NC_021291_00983,GCF_000319575.2_NC_021291_00984,GCF_000319575.2_NC_021291_00985,GCF_000319575.2_NC_021291_00986",5,"BREX__brxL,BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","SPISAL_RS04860,SPISAL_RS04865,WP_016353359.1,SPISAL_RS04875,WP_016353361.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter salinus,GCF_000319575_NC_021291_BREX_I_2
GCF_001685355.1_NZ_CP016438,BREX,BREX_II,GCF_001685355.1_NZ_CP016438_06811,GCF_001685355.1_NZ_CP016438_06816,"GCF_001685355.1_NZ_CP016438_06811,GCF_001685355.1_NZ_CP016438_06812,GCF_001685355.1_NZ_CP016438_06813,GCF_001685355.1_NZ_CP016438_06814,GCF_001685355.1_NZ_CP016438_06815,GCF_001685355.1_NZ_CP016438_06816",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_067441125.1,SLINC_RS33425,SLINC_RS33430,WP_067441133.1,SLINC_RS33440,SLINC_RS33445",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lincolnensis,GCF_001685355_NZ_CP016438_BREX_II_2
GCF_003344445.1_NZ_CP022744,BREX,BREX_II,GCF_003344445.1_NZ_CP022744_02301,GCF_003344445.1_NZ_CP022744_02306,"GCF_003344445.1_NZ_CP022744_02301,GCF_003344445.1_NZ_CP022744_02302,GCF_003344445.1_NZ_CP022744_02303,GCF_003344445.1_NZ_CP022744_02304,GCF_003344445.1_NZ_CP022744_02305,GCF_003344445.1_NZ_CP022744_02306",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","SLCG_RS11535,SLCG_RS11540,WP_067441133.1,SLCG_RS11550,SLCG_RS11555,WP_067441125.1",Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces lincolnensis,GCF_003344445_NZ_CP022744_BREX_II_2
GCF_002288505.1_NZ_CP023066,BREX,BREX_I,GCF_002288505.1_NZ_CP023066_00012,GCF_002288505.1_NZ_CP023066_00017,"GCF_002288505.1_NZ_CP023066_00012,GCF_002288505.1_NZ_CP023066_00013,GCF_002288505.1_NZ_CP023066_00014,GCF_002288505.1_NZ_CP023066_00015,GCF_002288505.1_NZ_CP023066_00016,GCF_002288505.1_NZ_CP023066_00017",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_086022803.1,WP_037424888.1,SS05631_RS30325,SS05631_RS30330,SS05631_RS30335,SS05631_RS30340",Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sp. CCBAU 05631,GCF_002288505_NZ_CP023066_BREX_I_2
GCF_002222655.1_NZ_CP022423,BREX,BREX_I,GCF_002222655.1_NZ_CP022423_03210,GCF_002222655.1_NZ_CP022423_03217,"GCF_002222655.1_NZ_CP022423_03210,GCF_002222655.1_NZ_CP022423_03211,GCF_002222655.1_NZ_CP022423_03213,GCF_002222655.1_NZ_CP022423_03216,GCF_002222655.1_NZ_CP022423_03217",5,"BREX__brxL,BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","VITFI_RS15905,VITFI_RS15910,WP_089417822.1,VITFI_RS15935,WP_089417826.1",Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla filiformis,GCF_002222655_NZ_CP022423_BREX_I_2
GCF_013462495.1_NZ_CP040172,BREX,BREX_I,GCF_013462495.1_NZ_CP040172_02171,GCF_013462495.1_NZ_CP040172_02178,"GCF_013462495.1_NZ_CP040172_02171,GCF_013462495.1_NZ_CP040172_02172,GCF_013462495.1_NZ_CP040172_02173,GCF_013462495.1_NZ_CP040172_02176,GCF_013462495.1_NZ_CP040172_02177,GCF_013462495.1_NZ_CP040172_02178",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FDZ90_RS11720,FDZ90_RS11725,FDZ90_RS11730,FDZ90_RS11745,WP_000645939.1,WP_001080201.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_013462495_NZ_CP040172_BREX_I_2
